word,definition,weight
loom,"/lum/  v. 1 [I] to appear large and dangerous: The storm loomed on the horizon and then struck. 2 [T] to weave on a loom: Workers loomed fabric made of cotton. 3 to loom large: to be important, have great influence: That senator looms large in national politics.  n. a frame or machine used to weave cloth and rugs: She makes pretty things on her loom.",9
loon,"/lun/  n. 1 a water bird with a laugh-like cry: We sat at the edge of the lake and listened to the strange cry of the loon. 2 infrml. crazy as a loon: not sensible, mad: That fool is as crazy as a loon.",9
loop,"/lup/  n. 1 a circular shape formed by a line, string, wire, etc.: The cowboy threw a loop of his rope over the horse's neck. 2 in the loop: informed, consulted, participating in a discussion (decision, project, etc.): My boss is very good about keeping me in the loop on what's happening. 3 infrml. to throw s.o. for a loop: to shock and confuse s.o.: When he heard the bad news, it threw him for a loop.  v. [I;T] to make a loop (in, over, or with): The cowboy looped his rope over the cow's horns.",9
loot,"/lut/  v. [I;T] to rob, steal from: People looted stores during the riot.  n. [U] stolen goods or money: Thieves hid their loot in an empty building.",9
lope,"/lop/  v. [I] n. to run in a smooth, graceful way: A dog <v.> loped through the field toward home.||He ran with an easy <n.> lope.",9
lord,"/lrd/  n. 1 a nobleman: She reads books about English lords and their ladies. 2 the Lord: term for the Christian God: O Lord, hear my prayer.  phrasal v. insep. [I] to lord it over s.o.: to act like s.o.'s master, (syn.) to domineer: After winning the competition, he tried to lord it over his classmates, but they refused to listen.",9
lore,"/lr/  n. [U] informal history, often stories, customs, and beliefs: The sportswriter is an expert on the lore of baseball.",9
lose,"/luz/  v. lost /lst/, losing, loses 1 [T] to become unable to find: He lost his wallet. 2 [I;T] to be defeated (in a competition or war): Our team lost the basketball game. 3 [T] to have s.t. valuable taken away: Because of the storm, they lost time (their ship, their lives, etc.). 4 [T] to be unable to keep, no longer control (one's balance, patience, etc.): She lost her temper and began shouting. 5 [T] to have less of: to lose weight, lose interest in s.t. 6 [T] to escape from (s.o. who is following): The thief managed to lose the police in the crowded street. 7 [T] to fail to make s.o. understand: I'm afraid you've lost me; would you repeat the instructions? 8 a losing battle: an effort that cannot succeed: She stopped trying to change his mind when she saw that it was a losing battle. 9 to lose heart: to have less hope, become discouraged: After the other team scored, our team lost heart and played poorly. 10 infrml. to lose one's cool: to  become angry, upset, emotional, etc.: The thief lost his cool and started fighting with the police. 11 infrml. to lose one's shirt: to suffer a large financial loss: He invested his money foolishly, and when stock prices dropped, he lost his shirt. 12 to lose one's touch: to no longer have the same high level of skill (as a performer, an artist, etc.): She has been a very successful writer, but her newest book is selling poorly; maybe she's losing her touch. 13 phrasal v. insep. [I] to lose out (on s.t.): to miss an opportunity: He arrived too late for the interview and lost out on any chance at the job. 14 to lose sight of:  a. to become unable to see: We lost sight of land as our ship moved out to sea. b. fig. to no longer consider, forget: She is following her own idea and has lost sight of what her boss wants her to do.",9
loss,"/ls/  n. -es 1 [C] a failure to win: Our team has a record of five wins, two losses, and one tie. 2 [C] an amount of money that is lost or taken away: She suffered large losses when stock prices dropped. 3 [C;U] the fact of losing s.o. or s.t. valued, esp. because of a death: The loss of his mother caused him great pain. 4 at a loss: not knowing what to do or say: When his business failed, he was at a loss as to what to do. 5 to be at a loss for words: to not know what to say: When she learned she had won a big prize, she was at a loss for words and could only smile.",9
lost,"/lst/  v. past tense & part. of lose adj. 1 unable to be found, misplaced: His wallet is lost. 2 not knowing where one is located: The lost child asked a police officer for help. 3 killed or destroyed: Several seamen were lost at sea in the storm. 4 a lost cause: a project or effort that cannot be successful: He decided that losing weight was a lost cause and stopped trying to diet. 5 exclam.slang Get lost!: angry request for others to leave: Get lost and stop annoying me! 6 lost in thought: thinking deeply and so not aware of people or things around one: She was lost in thought and didn't hear my question.",9
loud,"/lad/  adj. -er, -est 1 having an intense sound, noisy: The sound of city traffic is loud. 2 unpleasantly bright in color: He wears bright reds and other loud colors. -n. loudness.Thesaurus: loud 1 deafening, earsplitting | shrill, strident frml. 2 flashy, garish, gaudy.",9
lout,"/lat/  n. stupid, offensive man: That lout annoys everyone he meets. -adj. loutish.",9
love,"/lv/  v. [T] loved, loving, loves 1 to like with great intensity: I love my wife with all my heart. 2 to enjoy very much, take great pleasure in: He loves to play golf, but his wife loves gardening.  n. 1 [U] very strong liking and affection: She shows her love for her children every day. 2 [C] strong enjoyment or pleasure: a love of music 3 [C] an endearing person: That little boy is such a love! 4 [U] sexual desire or passion: He is full of love for his new wife. 5 [U] (in tennis) a score of zero 6 a labor of love: a job or project done for idealistic reasons rather than for money: The professor wrote his book on Shakespeare as a labor of love. 7 a love-hate relationship: a strong emotional connection that involves both caring for and disliking s.o.: That couple has a love-hate relationship. 8 Give s.o. my love: say hello for me in a loving way: Give my love to your mother when you see her. 9 neither for love nor money: not for any reason: Neither for love nor money will he give up smoking. 10 to fall or be in love (with s.o.): to begin to feel or to have strong romantic feelings for s.o.: He fell in love with her the moment he saw her; it was love at first sight. 11 to make love: to have sexual intercourse: They made love on their wedding night.",9
luck,"/lk/  n. [U]  1 chance, fortune: She had good luck in finding a new job quickly. 2 good fortune: He wished me luck. 3 as luck would have it: by chance or fate, (syn.) coincidentally: Our car broke down, but as luck would have it, a police car was nearby and helped us. 4 in or out of luck: to have or not have good fortune 5 infrml. to luck out: to have good fortune 6 to push (one's) luck: to act too  confidentlyThesaurus: luck 1 fate, destiny, lot 2 success | victory, triumph, prosperity frml.",9
lull,"/ll/  n. a lessening or temporary stopping of activity: The store was very busy, but now there is a lull.  v. [T] 1 to quiet, calm, (syn.) to soothe: She lulled her baby to sleep by singing a lullaby. 2 to lull s.o. (into doing s.t.): to  dishonestly gain s.o.'s trust (so he or she will do s.t.), as by giving false assurances: The company treasurer lulled creditors into thinking that he would pay overdue bills, but  then he declared bankruptcy and cheated them.",9
lump,"/lmp/  n. 1 a round mass: An artist molded a lump of clay. 2 a hard abnormal growth: She felt a lump in her breast and called the doctor. 3 a small block of sugar: One lump or two in your coffee? 4 a lump in the throat: a tight feeling in the throat caused by strong emotion 5 to take one's lumps: to suffer punishment or bad luck when trying s.t. difficult: If you play ice hockey, you have to take your lumps; it's a rough sport.  v. [T] 1 to put together and treat as the same: He lumps all those who disagree with him into  one category: stupid. 2 infrml. to like it  or lump it: to accept s.t. that one dislikes: Like it or lump it, we have to follow orders. 3 phrasal v. sep. to lump s.t. together: to  put two or more things together, usu. randomly: She lumped together all the files  on her desk.||She lumped them together.  adj. a lump sum: an amount of money  paid at one time : We paid for the car on the installment plan, because we couldn't afford to pay in a lump sum.",9
lung,/l/  n. 1 one of two breathing organs in the chest that supply oxygen to the blood: Her lungs are in bad condition from smoking. 2 at the top of one's lungs: very loudly: He yelled at the top of his lungs when cheering for his favorite team.,9
lure,"/lr/  n. 1 [C] bait used to attract and catch animals: Fisherman use lures to attract and hook fish. 2 sing. the power of s.t. that attracts: the lure of money  v. [T] lured, luring, lures to attract, usu. with dishonest promises, (syn.) to entice: People were lured to invest in the scheme with promises of huge profits.",9
lurk,"/lrk/  v. [I] 1 to wait in hiding: The robbers lurked in the woods near the house as they waited for darkness to fall. 2 to read computer messages on an electronic news group or  mailing list, esp. on the Internet, without  stating one's presence or adding to the  discussion: He never shares his opinions in  the online discussion; he just lurks. -n. lurker.",9
lush,"/l/  adj. (of plants) having thick, healthy growth: The garden is lush with new spring growth.  n.slang a person who is often drunk: The poor woman has become a lush.",9
lust,/lst/  n. [U] 1 strong sexual desire: Some people confuse love with lust. 2 [C;U] an  intense desire: Dictators have a lust for  power.  v. [I] 1 to desire sexually: That man constantly lusts after women. 2 to have a strong desire: Some people lust for power and riches. -adj. lustful; lusty.,9
lute,"/lut/  n. a stringed musical instrument from the past, having a softer, sweeter tone than the guitar",9
lyre,/lar/  n. an ancient type of musical instrument like a harp with a U-shaped frame in which strings are fixed,9
"M, m","/m/  n. M's, m's or Ms, ms 1 the 13th letter of the English alphabet  2 the Roman numeral for 1,000: The printer printed 5M copies of the book.",9
M.A.,"/me/  abbr. for the academic degree of Master of Arts: He has an M.A. in English literature. See: B.A.Usage Note: An M.A., like an M.S. (Master of Science) is often called a master's degree. This graduate degree is awarded after a B.A. (bachelor's) but before a Ph.D. (doctorate). Other types of M.A.s include M.B.A. (master of business administration), M.S.W. (master of social work), and M.Ed. (master in education).",9
mace,"/mes/  n. 1 [C] a metal club: Soldiers used maces to kill each other in the Middle Ages. 2 [U] Mace a name for a powerful spray that forces away people or dogs: She sprayed Mace in the dog's face when he attacked her, and he ran away.",9
made,"/med/  adj. & past part. of make   1 manufactured, created: My TV set was made in the USA.||I don't know when that painting was made. 2 composed of s.t.: Those new sheets are made of cotton. 3 infrml. to have it made: to be successful, secure, free from worry: When you win the big prize in the lottery, you have it made for life.Thesaurus: made adj. 1 produced | assembled. Ant. destroyed. 2 manfactured from s.t. | formed, constructed of s.t.",9
maid,"/med/  n. 1 a female servant, esp. a cleaning woman: Maids clean the rooms and make the beds in hotels. 2 pej. an old maid: an older woman who has never married: She never married and is now an old maid.Thesaurus: maid 1 a housekeeper | domestic servant.",9
maim,/mem/  v. [T] to injure and ruin the looks of s.o. or s.t. so that some part of it cannot be used: The car accident maimed him; he will not be able to walk again.,9
main,"/men/  adj. central, most important: Our teacher talked about the main idea in the essay.  n. a large pipe that carries water or gas under a street: The water main broke and flooded the street.Thesaurus: main adj. primary, principal, biggest infrml. Ants. least important, trivial.",9
make,"/mek/  v. made /med/, making, makes10 to make a big deal of s.t.: to make s.t. seem more important than it is, (syns.) to exaggerate, blow out of proportion: He makes a big deal out of everything and is always in a panic. 11 to make a decision: to decide: He made a quick decision to buy the TV. 12 to make a difference: to change s.t. in an important way: Her volunteer work at the hospital makes a difference to the children she helps. 13 to make a go of s.t.: to succeed: The couple opened a new restaurant and is making a go of it. 14 slang to make as if (or) as though: to act as though s.t. is so: He doesn't speak French, but he makes as though he does. 15 phrasal v. insep. [T] to make away with s.t.: to steal s.t.: Thieves made away with our silver and china. 16 to make believe: to pretend that s.t., usu. s.t. unrealistic, is true: The father makes believe that he is a dog and tells his children stories in a funny voice. 17 to make by hand or machine: referring to how s.t. is made: All her sweaters are made by hand by her grandmother. 18 to make do: to function at a minimum level: He makes do on a small income. 19 to make ends meet: to have enough money to pay one's bills, but with little left over: She makes ends meet by working two jobs. 20 phrasal v. insep. [I] to make for s.t.: a. to create, make possible: She earns a big salary, and that makes for a good life for her family. b. to go in a certain direction: The ship made for home port. 21 to make fun of s.o.: to ridicule, tease s.o. Comedians like to make fun of politicians. 22 to make good: a. to succeed: He graduated from college, then made good as a salesperson. b. to fulfill a promise: A customer returned a broken radio and the store made good on it by giving him a new one. 23 to make good time: to travel rapidly: Our airplane flight made good time from Seattle to Chicago. 24 to make hay: to take advantage of a good opportunity while one can: The singer became successful, and she made hay by giving many performances while she was popular. 25 infrml. to make it: to succeed: She owns a good business and has made it (or) made it big in life. 26 to make love: to have sex with s.o.: The couple made love on their wedding night. 27 phrasal v. [T] to make off with s.t.: See: to make away with s.t. 28 phrasal v. [I] to make out:  a. to see s.t. and recognize it: The sailors could not make out the shore through the fog. b. to result in s.t., succeed: A woman had a job interview and later her husband asked how she made out. c. infrml.fig. to kiss and hug: A couple was making out on a park bench. 29 phrasal v. [T] to make over: to renew, (syn.) to renovate: Workers made over the inside of the house. 30 to make sense: to be reasonable, logical: Teachers create lesson plans that make sense for teaching the subject. 31 to make time for: to set aside time for s.o. or s.t.: Although the  father is the president of a large company, he always makes time for his kids. 32 phrasal v. sep. [T] to make s.t. up: to lie, say s.t. untrue: The criminal made up a story about where he was when the crime happened.||He made it up. 33 to make it up to s.o.: to do s.t. good for s.o. after having done s.t. bad: The husband could not take his wife out to dinner on her birthday, so he made it up to her later by taking her on a weekend vacation. 34 phrasal v. to make up:  a. [I] to agree to be friends again, (syn.) to reconcile: The couple had a fight, but then made up and kissed. b. [T] to apply cosmetics: The model makes up her face before a job. 35 to make up for lost time:  a. to tell stories about one's past: Two friends had not seen each other for ten years and made up for lost time by talking all night. b. to do s.t. faster: He had a flat tire that delayed his trip, so he made up for lost time by driving faster.  n. 1 the name of a product: Ford is the make of my car. 2 infrml. to be on the make: a. to be aggressive about business, improving one's situation: She works very hard at her job and is on the make for a salary increase. b. to seek sex: He is on the make with every woman he meets.Thesaurus: 1 [T] (syns.) to manufacture, produce: Our company makes computers. Our company manufactures (or) produces computers. 2 [T] (syns.) to perform, do: A doctor made a cut in the patient's stomach. A doctor performed (or) did a cut in the patient's stomach. 3 [T] (syns.) to earn, bring in, get: She makes a good salary (living, income) as an accountant. She earns (or) brings in (or) gets a good salary (living, income) as an accountant. 4 [T] (syns.) to cook, prepare: He made chicken with rice for dinner. He cooked (or) prepared chicken with rice for dinner. 5 [T] (syns.) to promote, appoint: The boss made her national sales manager. The boss promoted (or) appointed her national sales manager. 6 [T] (syns.) to reach, attain frml.: The army private made the rank of sergeant. The army private reached (or) attained the rank of sergeant. 7 [T] (syns.) to enact, put into effect: Congress makes laws for the country. Congress enacts laws for the country (or) puts laws into effect  for the country. 8 [T] (syns.) to force, order, require: Her mother made her brush her teeth. Her mother forced (or) ordered (or) required her to brush her teeth. 9 [T] (syns.) to deliver, give: He made a speech before an audience. He delivered (or) gave a speech before an audience.",9
male,"/mel/  n. the member of any species that produces sperm to fertilize eggs: Human males mature physically at approximately 13 years of age.  adj. 1 related to the male: Male goats are called billy goats. 2 the part of a machine designed to be put inside another part  3 infrml. male chauvinist (pig): a man who oppresses women: He is a male chauvinist who thinks women cannot be as good as men in business and politics. See: man, USAGE NOTE.Thesaurus: male n. a man, boy (people) | bull, rooster, ram, etc. (animals). Ant. female.",9
mall,"/ml/  n. 1 a building or group of buildings with connected hallways with shops, restaurants, theaters, etc.: We can shop at many different stores at the mall. 2 often called a pedestrian mall, a street with shops, restaurants, theaters, etc., closed to automobile traffic: Main Street has been turned into a pedestrian mall.Thesaurus: mall 1 and 2 shopping mall, shopping center.",9
malt,"/mlt/  n. [U] adj. grain, usu. barley, esp. used in brewing beer and distilling alcoholic beverages: <n.> Malt is used to make whiskey and other <adj.> malt liquors.",9
mane,"/men/  n. a strip of long hair on the neck of some animals, such as the lion or horse: The mane around the head of male lions makes them look scary.",9
many,"/mni/  adj. more /mr/, most /most/ 1 related to a lot of s.t., numerous: Many people attended the concert. 2 a good or great many: a lot of: A good many people should exercise more. 3 how many: used with countable nouns to ask about the number of s.t.: How <adj.> many books do you have?||How <pron.> many do you have?  n. sing. used with a pl.v. used with of, a large number of s.t.: Many of us eat too much sugar.  pron. a large number of s.t.: When the babies heard a loud noise, many began to cry.||How many cried?Thesaurus: many adj. 1 plenty of s.t., a large number of, countless. Ants. few, not many.Usage Note: Many is used with or in place of countable nouns: many books. Use much with or in place of uncountable nouns: much work.",9
mare,"/mr/  n. a mature, female horse or donkey: A mare won the horse race.",9
mark,"/mrk/  n. 1 a scrape, stain, or spot: There is a mark on the wall where I hit it with a ball.||fig. Fighting in the war left its mark on him. 2 a grade, such as on an examination or for a course: She got high marks in high school. 3 a symbol, a sign of distinction: Chanel is a mark of perfume known all over the world.||Young people stand up as older people enter the room as a mark of respect. 4 a target, such as a bull's-eye: He shot an arrow and it hit the mark. 5 a place where racers begin: The starter for the race said to the runners, ""On your mark, get set, go!"" 6 a symbol used by an illiterate person as a signature: He made his mark as an ""X"" on the contract. 7 to be off the mark or to miss the mark: wrong, inaccurate: The weather reporter missed the mark when she said it would rain today, because it's sunny! 8 to give s.o. high marks: to praise, admire s.o. for doing s.t. well: She did excellent work and I give her high marks for it! 9 to make one's mark: to prove oneself as very good at s.t., to accomplish good things: He made his mark as a super salesperson at his company.  v. [T]  1 to stain, leave a mark: The broken plate marked the floor where it broke. 2 to show a specific place: I marked my page in the book with a bookmark. 3 to write down, note: He marked the price on a piece of paper. 4 to grade homework or examinations: The teacher marked the students' exams. 5 to celebrate: The USA marks its independence from Britain with Fourth of July celebrations. 6 phrasal  v. sep. to mark s.t. down:  a. to note down: I marked down her telephone number on a piece of paper.||I marked it down. b. to lower the price of s.t., discount: That store marked down prices on its shoes by 40 percent.||It marked them down. 7 phrasal v. sep. to mark s.t. up: to increase the price of s.t.: In that business, he marks up all his products by 100 percent.Thesaurus: mark n. 1 a streak, blot | scratch, bruise 2 a (test) score, rating 3 an emblem | badge, stamp | label, brand. v. 1 to spot, streak | scrape, scratch, bruise 2 to indicate.",9
Mars,"/mrz/  n. the fourth planet in the solar system, between Earth and Jupiter: Space vehicles have explored Mars.",9
mart,/mrt/  n.frml. a market or trading place: The convenience store on the corner is called Mini Mart.,9
mash,"/m/  v. [T] mashes to press into a mass: She mashed bananas to feed to her baby.||Mashed potatoes taste good with butter or gravy.  n. [C;U] mashes a wet mixture, such as grain and water: Distillers use a mash to make alcohol.",9
mask,"/msk/  n. a covering for the face used esp. to hide one's identity or for a ceremony: We saw many people wearing funny and scary masks at the Halloween party.  v. [T]  1 to hide one's identity: Robbers masked themselves to avoid being identified. 2 to hide one's feelings: She masked her unhappiness when she was not invited to the party.Thesaurus: mask n. a disguise, veil | face guard.",9
mass,"/ms/  n. masses 1 [U] the amount of matter of an object: Spaceships have no weight in space but do have mass and could cause damage if they hit each other. 2 [C] a group of people, things, etc.: A mass of people were in the town square for the concert. 3 [C] a shapeless amount of similar matter: A mass of rock fell down the mountain.  v. [I;T] masses to come together in a mass: Sports fans massed in front of the stadium before the game.Thesaurus: mass n. 2 a bunch | crowd, mob, throng  3 a pile, heap.",9
mast,"/mst/  n. on a ship, a vertical pole to which sails are connected: The main mast on old ships was made from tall trees.",9
mate,"/met/  n. 1 one of a pair of animals: The male bird found food for its mate. 2 a husband or wife: The elderly woman's mate died last week. 3 either of a matched pair: I lost the mate to my glove. 4 (-)mate: friend, companion, usu. with other words: roommate, classmate, housemate  v. [I] mated, mating, mates to become a pair to produce offspring: Animals mate in the springtime.Thesaurus: mate n. 2 one's spouse 3 twin 4 a partner | buddy, pal.",9
math,/m/  n. [U] short for mathematics: I have a math exam today at school.,9
maul,"/ml/  v. [T] to treat roughly, beat: A bear mauled a tourist in the woods.  n. a type of hammer with a wooden head",9
mayo,/meo/  n. [U] slang short for  mayonnaise,9
maze,"/mez/  n. a system of passages designed to confuse people or animals as they move through it, (syn.) a labyrinth: Psychologists test the ability of rats to go through a maze.",9
meal,"/mil/  n. 1 a daily time for eating, known as breakfast, lunch, supper, or dinner, or  all the food served at such a time: Everyone  in our family gets together for the evening meal.||I feel tired after a large meal. 2 [U] coarsely ground grain: I make corn bread  with cornmeal. 3 meal ticket: a. a ticket  permitting s.o. to eat a meal: Students give their meal tickets to the cashier in the cafeteria. b. fig. a means of living: He doesn't work and lives off his girlfriend; she's his meal ticket.Thesaurus: meal 1 a spread infrml. | feast, repast frml. ",9
mean,"/min/  v. meant /mnt/, meaning /min/, means 1 [T] to indicate, have significance: That flashing red light means to stop your car and wait for the train to go by.||What does this word mean? 2 [T] to intend to, want to do s.t.: I meant to call home, but  forgot to do it. 3 to mean business: to be  serious, ready to do s.t.: The frustrated mother said, ""I mean business"" to her children who wouldn't go to sleep. 4 to mean well: to  make a mistake, do s.t. wrong, but not plan  to harm s.o.: She uses rough language, but  she means well. The value obtained by dividing the sum of a set of quantities by the number of quantities in the set. Also called arithmetic mean or average: The mean of 5, 7, 8, and 12 is 8, that is, 5   7   8   12 = 32 (the sum) ÷ 4 (four quantities: 5, 7, 8, 12), thus 32 ÷ 4 = 8 adj. 1 wanting to hurt s.o.: That boy is mean, a real bully. 2 frml. extremely bad in quality: During dry periods, poor farmers can lead a mean existence.Thesaurus: mean v. 1 to stand for s.t., symbolize s.t. | denote, signify frml. 2 to have in mind, plan, aim. adj. 1 unkind, hurtful | cruel, abusive | vicious, dangerous. Ant. kind. 2 poor, wretched.",9
meat,"/mit/  n. 1 the muscle and flesh of animals: We eat meat, either pork or beef, for dinner. 2 fig. s.t. important, meaningful: Our meetings were not just talk; there was some meat to them. See: meaty.",9
meek,"/mik/  adj. mild, passive: When he was young, he was loud and outspoken; now he  is old and meek. -adv. meekly; -n. [U]  meekness.",9
meet,"/mit/  v. met /mt/, meeting, meets 1 [I;T] to see s.o. accidentally: On the street, I met an old friend whom I had not seen in years. 2 [I;T] to see s.o. at a certain time and place: I will meet you tonight at your place at 8 (8:00 P.M.). 3 [I;T] to wait for s.o., greet s.o.: I met my friends at the airport and took them to their hotel. 4 [I;T] to join, come together: Two highways meet near the town. 5 [I;T] to be introduced to s.o. for the first time: You will meet some new people at school. 6 [I;T] to reach a desired goal: Our department met its sales goal for the year. 7 [I;T] to satisfy: Governments try to meet the needs of their people for law and order. 8 [I;T] to pay a debt: He couldn't meet all of the expenses of a large house. 9 phrasal v. insep. [T] to meet on s.t.: to discuss a specific topic: Let's meet on how we can improve profits in our company. 10 infrml. to meet s.o. halfway: to compromise with s.o., try to agree: He wanted to buy the plants for $5 each and I wanted $10 for them, so we met each other halfway at $7.50 each. 11 to meet the competition: to do s.t. equal to or better than a competitor: She lowered her prices, so we'll meet the competition by reducing our prices, too. 12 phrasal v. insep. [I] to meet up with s.o. or s.t.: a. s.o.: to see s.o. at a specific place and time: I'm going home now, but I'll meet up with you at 8:00 tonight at the restaurant. b. s.t.: to encounter, experience: As we got close to the city, we met up with a huge traffic jam.  n. an athletic competition, match, or event: Our college had a track meet with another  college.Thesaurus: meet v. 1 to run into s.o., encounter s.o., come across 2 to get together with s.o. | rendezvous with frml. Ant. to avoid. 3 to welcome 4 to intersect, converge | unite.Ants. to separate, diverge. 5 to become acquainted with s.o. 6 to make, achieve, accomplish s.t. Ant. to miss. 7 to fulfill | follow, comply with. Ant. to fail s.o.",9
megs,"/mgz/  n.pl. short for megabytes: My computer has 30 megs of memory. See: megabytes, kilobytes.",9
meld,/mld/  v. [I;T] to blend together: Two groups of workers were melded together to help each other finish a job.,9
melt,"/mlt/  v. 1 [I;T] to change from a solid to liquid state, liquefy: Ice melts to water quickly in warm weather. 2 fig. [I] to feel affection: He melts when he sees a beautiful baby. 3 phrasal v. [I] to melt away: to disappear, leave: Her fatigue melted away when she reached the top of the mountain. 4 to melt in one's mouth: to taste smooth and wonderful: The steak is so tender that it almost melts in your mouth.  n. a period of melting, such as winter ice turning to water, a thaw: a spring melt See: meltdown.Thesaurus: melt v. 1 to thaw | dissolve. Ant. to freeze.  2 to be moved, be touched. Ant. to harden.",9
memo,"/mmo/  n. -os short for  memorandumThesaurus: memo a note, message.",9
mend,"/mnd/  v. 1 [T] to repair, such as holes in fences or clothes: He mended a hole in his sock with a needle and thread. 2 to be on the mend: to heal, esp. after surgery or an accident: My friend is on the mend after his auto accident. 3 to mend fences: to become friendly to s.o. whom you wronged: A politician visited voters to mend fences after he voted for a tax increase. 4 to mend one's ways: to show better behavior, improve: After she failed the math quiz, she mended her ways and studied more.Thesaurus: mend 1 to sew, fix | fill s.t. in. Ant. to tear.",9
menu,/mnyu/  n. -us 1 a list of foods available in a restaurant: We read the menu and chose an appetizer and a main dish. 2 (in computers) a display of functions or files: I chose a file from the main menu. 3 to be or have on the menu: to have s.t. planned: What do you have on the menu for this weekend? Fishing? Hiking?,9
meow,/mia/  n.v. [I] 1 a sound made by a cat: Her cat makes a loud <n.> meow when he is hungry. 2 infrml. the cat's meow: s.t. excellent: Your new hat is the cat's meow.,9
mere,"/mr/  adj. 1 only, nothing more than: She was a mere child when she learned to sing beautifully. 2 the merest: the smallest, the least thing: The merest noise makes her dog bark.",9
mesh,"/m/  n. [U] a loose woven material of string, rope, wire, etc.: Fishermen use nets made of mesh to catch fish.  v. [I] meshes to fit together: Gears in a machine mesh together.",9
mess,"/ms/  n. 1 [C;U] a clutter, disorder: His office is always a mess because he never throws anything away. 2 [C;U] a dirty condition, filth: An egg fell on the floor and made a mess. 3 [C] trouble, a difficult situation: She's in a mess because she quit school but has to pay off her student loans.  v. messes 1 infrml. [I] to mess around: to loaf, goof off: She doesn't work and just messes around watching TV and reading magazines. 2 phrasal v. to mess around with s.o. or s.t.: a. [T] to deal with s.o. or s.t. casually, play around with it: He messed around with trying to fix his car himself, then took it to a mechanic. b. [T] to get sexually involved with s.o.: She won't mess around with married men. 3 phrasal v. sep. to mess up s.t.: a. [T]  to dirty, spoil: He messed up his report by spilling coffee on it. b. [I;T]  to make a mistake, spoil, (syn.) to goof up: She messed up her report by leaving a lot of mistakes in it.Thesaurus: mess n. 1 a shambles, jumble 3 a fix, pickle infrml., muddle.",9
mete,"/mit/  v. [T] meted, meting, metes to give out, (syn.) to dispense: The father meted out punishment when his son came home late at night.",9
mica,"/mak/  n. [U] a mineral found in thin layers, used as insulating material",9
mice,/mas/  n.pl. of mouse,9
mien,"/min/  n.frml. a person's expression and general appearance, (syn.) demeanor: The nurse has a kind-looking mien.",9
mike,/mak/  n.infrml. short for microphone,9
mild,"/mald/  adj. 1 moderate, not cold or hot: We have had mild weather this summer, except for one week of heat. 2 not sharp or strong-tasting: That mustard is mild, not spicy or hot. 3 gentle, calm: She is good with children because she has a mild nature.  adv. to put it mildly: to state s.t. that is very obvious: The temperature is warm today, to put it mildly; it's over 100 degrees.Thesaurus: mild adj. 1 comfortable, pleasant | balmy, temperate. Ant. harsh. 2 lightly seasoned | bland, weak. Ant. spicy. 3 nice, agreeable, friendly | tame. Ant. severe.",9
mile,"/mal/  n. a distance equal to 5,280 feet (1.6 km): A marathon is 26.8 miles (1,852 km) long.||A nautical mile of 6,076 feet is used in air and sea navigation.",9
milk,"/mlk/  n. [U] a white liquid produced from the breasts of female mammals: Cows' milk nourishes their young and is food for humans, too.  v. [T]  1 to take milk from (cows, goats, etc.): Farmers milk their cows every morning. 2 to drain, draw s.t. valuable from s.t. usu. in a bad way: The owners milked their company of its profits then sold it. 3 to cry over spilled milk: to be angry over s.t. one cannot change: A flood ruined our furniture, but there's no use crying over spilled milk; we'll buy some new furniture.",9
mill,"/ml/  n. 1 a factory where grain is ground into meal or metal is made: The steel mills in Pittsburgh were famous for their large size. 2 a small machine for grinding: She puts beef through a mill to make hamburger meat. 3 the rumor mill: a group of people who gossip about others: News that the TV actress was pregnant went through the rumor mill but was found to be false. See: (the) grapevine, 2.  v. 1 [T] to grind grain into flour or meal, to refine metal: A worker milled wheat into flour for making bread. 2 phrasal v. [I] to mill about or around: to move around at random: The party was filled with people milling about. 3 to put s.o. through the mill: to require a lot of effort and trouble from s.o.: A man was accused of war crimes, and the legal system put him through the mill for seven years before he was found not guilty. -n. miller.Thesaurus: mill n. 2 a grinder, food processor.",9
mime,"/mam, mim/  n. 1 [C] an entertainer who imitates actions and moods without speaking  2 [U] the art of acting without language: There is a famous school of mime (or) for mimes in Paris.  v. [I;T] mimed, miming, mimes to imitate, act as a mime: The children laughed when he mimed being inside a room with no door. See: mimic.",9
