word,definition,weight
keg,/kg/  n. a small barrel made of metal or wood: He bought a keg of beer for the victory party.,1
key,"/ki/  n. 1 a thin piece of metal used to lock or unlock a door, start or stop an engine, etc.: I opened the front door with my key. 2 fig. the most important part of s.t.: The key to success is hard work. 3 a written guide that explains the meaning of s.t.: This key explains how to read the symbols on the map. 4 in music, a group of notes related to and named after the lowest note in the group: That song is written in the key of B flat. 5 a part of a machine or musical instrument that is pressed down to make it work: She pressed a computer key and typed a letter. 6 a small low island: We went camping in the Florida Keys last summer.  v. 1 [T] to test musical instruments to make sure that they will sound good together: Musicians in the band keyed their guitars before playing. 2 to be keyed up: to be excited or nervous: She is always keyed up before a test.  adj. very important, essential: Cotton is a key industry in the South.",9
kin,/kn/  n.pl. relative: My mother is my next of kin; my father's dead.,9
kit,"/kt/  n. 1 a group of tools, supplies, etc. kept together, often in a box, and used for a certain purpose: a mechanic's kit, a carpenter's kit, a make-up kit 2 a group of parts or materials to be put together to make s.t.: We sell model airplane (car, train, etc.) kits.",9
KKK,  abbr.for Ku Klux Klan,9
lab,/lb/  n. See: laboratory.,9
lad,/ld/  n.infrml.old usage a boy or young man: He was just a lad when he went to sea as a cabin boy.,9
lag,"/lg/  n. a delay, slowness: There was a lag in communications, so he did not hear the news until many days later.  v. [I] lagged, lagging, lags to not keep up, to delay, (syn.) to straggle: The little boy lagged behind the others on the walk.",1
lam,"/lm/  n.slang to be on the lam: to run away, escape: When the police caught the robber, he had been on the lam for three weeks.",9
lap,"/lp/  v. lapped, lapping, laps 1 [T] to lick with the tongue as in taking up liquid: A cat laps milk from a bowl. 2 [I;T] (in racing) to go ahead of a competitor by a complete circuit: The leader lapped the others. 3 [I] (of water) to hit against s.t. with small movements and soft sounds: The waves lapped against the side of the ship. 4 phrasal v. sep.infrml. [T] to lap s.t. up: to receive eagerly, (syn.) to relish: She lapped up all his flattery.||She lapped it up.  n. 1 the area formed by the top of the legs in a seated position: The baby sat on his mother's lap. 2 a circuit around a track or a length of a swimming pool: The runner (or swimmer) did 20 laps for practice. 3 in the lap of luxury: to be in a position of great wealth: We stayed in the lap of luxury in our expensive deluxe hotel.",9
law,"/l/  n. 1 [C] a rule made by a government body that must be followed by the people in a nation, state, etc.: In the USA, laws are written by Congress and by state legislatures. 2 [U] such rules as a group: Lawyers must know the law. 3 [U] the officials and courts of the legal system: The man is in jail, because he got into trouble with the law. 4 [C] (in many religions) a commandment from God 5 [C] a statement describing what happens under certain conditions: the law of gravity 6 to lay down the law: to demand obedience to one's rules: He laid down the law to his children that they had to be home by 11:00 P.M. 7 to take the law into one's own hands: to take for oneself the power of a legal authority: Instead of waiting for the police, an angry group took the law into their own hands by catching and beating the thief.  adj. related to law: She has a law degree.",9
lax,"/lks/  adj. 1 lacking in strict attention to details: His bookkeeping is lax. 2 careless, lacking control, (syn.) negligent: Enforcement of some laws in this city is lax. -n. [U] laxity.",9
leg,"/lg/  n. 1 one of the lower limbs of humans and many animals, used for walking, running, etc.: Runners need strong legs. 2 one of the supports of a piece of furniture: Don't sit on that chair; one of the legs is broken. 3 a part of a journey: She flew first to Rome, then to Pisa, then made the last leg of her trip by taxi. 4 infrml. Break a leg!: an expression meaning ""good luck!"" used mostly in a theater setting  5 infrml. not to have a leg to stand on: to have no basis for a claim, demand, etc.: The law is entirely against him; he doesn't have a leg to stand on. 6 infrml. to be on one's last legs: to be worn out, close to failure or death: This old car is on its last legs. 7 infrml. to cost an arm and a leg: to cost much more than expected: The lawsuit cost her an arm and a leg, but she won. 8 infrml. to give s.o. a leg up or to have a leg up (on s.t.): to put s.o. or be in a good position (in a competition): He has a leg up on getting that job, because he has a friend in the personnel section who recommended him. 9 infrml. to pull s.o.'s leg: to play a trick on s.o., to tease s.o.: She was pulling my leg when she said she had won $1 million in the lottery. 10 infrml. to shake a leg: a. to hurry, move fast: His boss told him to shake a leg and deliver the package. b. to dance: Tonight, we're going to shake a leg. 11 to stretch one's legs: to take a walk, esp. after sitting or staying indoors a long time: I'm going outside to stretch my legs.",9
let,"/lt/  v. let, letting, lets 1 [T] to allow, permit: I let my dog run free in the yard. 2 [T] to rent, lease: The landlord lets apartments to tenants. 3 let alone: even less: I can't afford a nice apartment, let alone a house! 4 to let go: a. to set free, release: Because they had no evidence, the police had to let the suspect go. b. infrml. to release emotions, act freely: She let go and danced wildly to the music. 5 to let go of: to release one's hold on: A monkey let go of a branch and dropped to the ground. 6 slang to let it all hang out: to act without reserve, show all that is on one's mind: My friend was deeply troubled, and she finally let it all hang out. 7 slang to let it rip: to allow s.t. (forceful, dangerous, loud, etc.) to happen: We wanted loud music to dance to, so I told the band leader to let it rip. 8 infrml. to let off steam: to release one's frustrations: She had a hard day at the office and let off steam at home by talking about it. 9 phrasal v. [I] to let on: to tell that one knows s.t. secret: She learned about the surprise party planned for her but didn't let on that she knew. 10 to let oneself go: to stop taking care of one's appearance: Since he lost his job, he has stopped shaving and has generally let himself go. 11 phrasal v. [T] to let out: a. to allow to go out: I let the cat out at night. b. to allow (a sound) to come out, express: I let out a yell when I hurt my finger. c. (in sewing) to make larger: The waist in these pants needs to be let out. See: take, 32b. 12 to let s.o. in on: a. to allow s.o. to participate: We let a friend in on a good business deal. b. to tell s.o. a secret: I let others in on the fact that the factory is closing down soon. 13 to let s.o. know: to tell or inform s.o.: Please let me know if you'll be late. 14 to let s.o. off: to release with little or no punishment: The judge let the young man off with a short prison sentence. 15 to let s.o. or s.t. down:  a. to disappoint, fail to meet the expectations of: When they lost, the players felt they had let their coach down. b. (in sewing) to make longer: These pants need to be let down an inch. See: take, 56a. 16 to let s.o. or s.t. go by:  a. to allow to pass: I stepped aside and let others go by me. b. to pay no attention to, (syn.) to ignore: I just let his stupid insult go by. 17 to let s.o. or s.t. in: to allow to enter: She opened a window to let some fresh air in. 18 phrasal v. infrml. [I] to let up: to become less intense or forceful: The rain is letting up now.  n. (in tennis or volleyball) a serve that touches the net and is invalid",9
lib,/lb/  n. short for liberation.,1
lid,"/ld/  n. 1 a covering of a container, a top: I took the lid off the coffee can and scooped some coffee out. 2 short for eyelid, the skin over the eye: The baby closed her lids and went to sleep. 3 infrml. to blow the lid off: to suddenly expose (s.t. that was secret): The story in the newspaper blew the lid off the company's plan to buy the land. 4 infrml. to keep the lid on: to prevent (rioting, trouble, scandal, etc.): The police patrolled the city to keep the lid on any rioting or looting.",9
lip,"/lp/  n. 1 one of two fleshy borders of the human mouth: She put red lipstick on her lips. 2 the top edge of s.t.: There is gold trim around the lip of the teacup. 3 suffix -lipped: having lips as described: She was white-lipped with fear. 4 infrml. to give s.o. lip: to speak to s.o. without respect, (syn.) to sass: The supervisor criticized the worker, who then gave the supervisor a lot of lip. 5 to keep a stiff upper lip: to hold in one's feelings during a difficult time: Through all his bad luck, he kept a stiff upper lip. 6 to smack one's lips:  a. to press together and open one's lips noisily: He smacked his lips when he saw the delicious food. b. fig. to express delight: He smacked his lips over the big profit he would make.Thesaurus: lip 2 a rim (of a container, opening), projecting edge, brim | spout.",9
lob,"/lb/  v. [T] lobbed, lobbing, lobs n. to hit or throw (a ball) high and gently: The father <v.> lobbed the ball to the child.",9
log,"/lg, lg/  n. 1 a tree trunk or large branch that has either fallen or been cut: The man cut trees into logs with a chain saw. 2 a journal or other record of information: He keeps a computerized log of all shipments that enter and leave the warehouse. 3 infrml. a bump on a log: a stupid, lazy person: He just sat in class like a bump on a log and never passed the course.  v. logged, logging, logs 1 [I;T] to cut trees into logs: He works as a lumberjack, logging trees for a big paper company. 2 [T] to enter into a written record: The sergeant logs (in) the name of each soldier as he arrives at camp. 3 [T] to earn credit for time spent working, distance traveled, etc.: During her training, the pilot logged 100 hours on planes of this type. 4 phrasal v. insep. [I] to log on to s.t.: to enter into a computer system, usu. with a password: I logged on to an information service by using my modem.Thesaurus: log n. 1 timber, lumber 2 a register, official record (flight, voyage). v. 1 to timber 2 to register, record  3 to spend, record.",9
lop,"/lp/  v. [T] lopped, lopping, lops to cut, chop: A farm worker lopped the green tops off carrots with a knife.",9
lot,"/lt/  n. 1 [C] a piece of land: We own a small lot next to our house. 2 [U] one's condition in life, fate: It was his lot to become priest. 3 infrml. a lot (of) or lots (of): a large amount or number: I like her a lot.||He has lots of money, problems, etc. 4 to draw lots: to use chance to make a choice, such as by picking straws of differing lengths: We drew lots to decide who would go first, second, and third.Thesaurus: lot 1 a plot, parcel (land) 2 destiny, fortune.",9
low,"/lo/  adj. -er, -est 1 below s.t. else in level: The land is low in this area; it is near sea level.||I was glad to pay such a low price for the car. 2 near the floor or ground: There was a low table in front of the sofa. 3 (of a sound) quiet or deep: They spoke in low voices so as not to disturb anyone.||The radio announcer had a low voice. 4 fig. morally bad, dishonest: He stole from his friend, and that was a low thing to do. 5 fig. sad, depressed: She is feeling low about the death of her father. 6 to be low on s.t.: to have only a little of s.t. left: We were low on gas, so we drove into a gas station to buy some.  adv. 1 in, at, or to a negligible position or level: She scored low on the test. 2 near the floor or ground: He bent low to pick up the child.  n. 1 a depth: Winter temperatures there reach extreme lows. 2 to hit a new low: to reach the lowest point so far: The price of that stock hit a new low yesterday.  v. to make a sound like a cow, to moo: The cows are lowing in the field.",1
lox,/lks/  n. [U] smoked salmon: Many people enjoy lox and cream cheese on bagels.,9
LPN,/lpin/  n. See: licensed practical nurse.,9
LSD,"/lsdi/  n. [U] abbr. for lysergic acid diethylamide, a powerful drug that makes people see things in strange ways: In the 1960s, many young people experimented with LSD.",9
lug,"/lg/  v.infrml. [T] lugged, lugging, lugs to carry or pull with difficulty, haul: I lugged two heavy suitcases to the train station.  n. 1 short for lug nut, a small piece of metal used as a fastener: The mechanic used a lug wrench to loosen the lugs and remove the tire. 2 slang a big, fool: He is a friendly lug.",9
lye,/la/  n. [U] a strong alkaline liquid: Lye has a very strong cleaning action.,9
mad,"/md/  adj. madder, maddest 1 angry, upset: She was mad when her boyfriend was late without calling her. 2 strongly attracted to s.t. or s.o.: He is mad about fast cars. 3 crazy: He went mad when his wife died.Thesaurus: mad 1 furious, irate | annoyed, irritated. Ant. pleased. 2 crazy about, wild about | in love with. Ant. uninterested. 3 insane, mentally ill. Ant. sane.",9
map,"/mp/  n. a graphic representation or plan of geographic locations: We looked at a map to find the best roads from Boston to Chicago.  v. [T] mapped, mapping, maps 1 to make a map of s.t.: Engineers mapped the area for a road. 2 phrasal v. sep. to map s.t. out: to plan in detail: They mapped out exactly what to study for the examination.||They mapped it out.Thesaurus: map n. a chart | layout.",1
mar,"/mr/  v. [T] marred, marring, mars to damage; to make a cut, bruise, or dent in s.t., (syn.) to deface: A scratch in the side of the car marred its appearance.",9
mat,"/mt/  n. a piece of material often of rectangular shape with many uses, such as under plates on tables, in front of doors, on floors, etc.: We wipe our feet on the mat in front of our door to remove dirt from our shoes.  v. [I;T] matted, matting, mats to tangle, press down: The rain matted the dog's hair.",9
men,"/mn/  n.pl.  of man: human males in general: Men wear suits to work.Thesaurus: men gentlemen, fellows | guys infrml.",9
met,/mt/  v. past tense & past part. of meet: We met in the park last week.,9
mew,/myu/  n.v. [I] var. of meow: The kitten <v.> mews when it is hungry.,9
mgr,"/mndr/  n.abbr. for manager: She signs her letters, Jane Wong, General Mgr.",9
mix,"/mks/  v. mixes 1 [I;T] to blend together, stir: I mixed the lettuce and tomatoes with  salad dressing. 2 [I] to mingle with other  people, socialize: Guests mixed with each other at the party. 3 to get mixed up with or in: to be involved, esp. in s.t. that gets  one into trouble: She got mixed up with  some bad people and almost went to jail. 4 phrasal v. [T] to mix it up: to fight: Two foot-ball players mixed it up and were thrown  out of the game. 5 phrasal v. sep. [T] to mix s.o. or s.t. up: to confuse, replace one thing  with another by mistake: My teacher  mixed my test up with another person's  who has the same last name.||She mixed  them up! See: mix-up. n. mixes 1 a blend of different things:  That bread is made of a mix of wheat and  oatmeal. 2 a food preparation that is sold  already packaged: She made a cake from a  mix by adding water and an egg and then baking it. adj. mixed up: confused: In a hurry, I got all mixed up and left my keys at home.",1
mmm,"/mm/  an expression of pleasure, used especially when s.t. tastes good: Mmm, that ice cream is delicious!",9
mob,"/mb/  n. a disorderly, violent mass of people: A mob gathered in the town square to protest new tax increases.  v. [T] mobbed, mobbing, mobs to act like a mob: Shoppers mobbed the stores for big holiday sales.Thesaurus: mob n. a noisy crowd, horde, rabble.  v. to swarm into, rush.",9
mom,"/mm/  n.infrml. short for mommy, mother: Mom, can I go to the movies tonight?",9
moo,/mu/  n. the sound made by a cow v. [I] to make a sound like a cow's moo: Cows mooed in the pasture. -adj.n. mooing.,9
mop,"/mp/  n. cleaning equipment made of a sponge or rope-like pieces at the end of a long handle: A worker wet the <n.> mop and <v.> mopped the floor to clean up the spill.  v. [T] mopped, mopping, mops phrasal v. sep. to mop s.t. up:  a. to use a mop: A worker mopped up the floor this morning.||He mopped it up. b. fig. to finish a job: The army won the battle, and soldiers mopped up a few areas of resistance that were left.||They mopped them up.",9
mow,"/mo/  v. mowed, mowed or mown /mon/, mowing, mows 1 [I;T] to cut with a mower or blade: Farmers mow hay to feed cattle.||I mowed the lawn yesterday. 2 phrasal v. sep. [T] to mow s.t. down: to kill in great numbers, slaughter: A machine gun mowed down soldiers by the dozens.||It mowed them down.",9
MPH,"  abbr. for miles per hour: The speed limit is 55 MPH.Usage Note: Said as ""miles per hour,"" not ""MPH.""",1
Mr.,/mstr/  abbr. for Mister Messrs. /msrz/: Mr. Jones is here to see you.,9
MRI,"/mara/  n. abbr. for Magnetic Resonance Imaging, a medical machine and technique used to take pictures of the body's insides, bones and organs, to show breaks and diseases",9
Ms.,"/mz/  abbr. for Miss or Mrs., a title for a woman that does not indicate marital status: Ms. Smith is the director of accounting here.Usage Note: Use of the title Ms. avoids mistakenly calling a married woman Miss or a single woman Mrs. Many people prefer Ms. because it does not refer to marital status, as Mr. does not for men.",9
MTV,"  abbr. for music television, a cable television station featuring pop, rock, and dance music videos: I saw Madonna's new video on MTV last night.",9
mud,"/md/  n. [U]  1 a sticky mixture of water and dirt: Dirt roads turn to mud when it rains. 2 one's name is mud: to be disgraced: His name is mud since cheating on his math exam.Thesaurus: mud 1 muck, slime, filth | ooze, mire. ",9
mug,"/mg/  n. 1 a thick cup with a handle: She broke my favorite coffee mug. 2 infrml. one's face: When you are arrested, the police take a mug shot a photograph of you.  v. [T] mugged, mugging, mugs  to attack s.o. to rob him or her: He was mugged in the park. -n. [U] mugging.Thesaurus: mug v. to hold s.o. up, stick s.o. up | beat s.o. up, assault s.o.",9
mum,"/mm/  adj. 1 quiet, silent: I have a secret to tell you, and I'd like you to stay mum about it. 2 mum's the word: a request or a promise to keep silent  n. 1 short for chrysanthemum, a flower: For her birthday, I sent a bunch of mums. 2 n.infrml.Brit. mother  v. [I] mummed, mumming, mums to pantomime: He mums for the fun of it. -n. mummer.",1
nab,"/nb/  v.infrml. [T] nabbed, nabbing, nabs to seize s.o., esp. a criminal, (syn.) to capture: The police nabbed the thief after he robbed the bank.",9
nap,"/np/  v. [I] napped, napping, naps to sleep for a short period of time: I napped for a while this afternoon.  n. a short sleep, infrml. a snooze: I took a short nap.Thesaurus: nap v. to doze, rest | snooze infrml.  n. (to take) a rest, cat nap infrml, siesta.",9
nay,"/ne/  n.adv. no, esp. in voting: Fifty-one senators voted <adv.> nay and defeated the proposal.",9
NBA,"  abbr. for National Basketball Association, an affiliation of all the men's professional basketball teams and players in the USA: Michael Jordan was one of the best NBA players ever. See: WNBA.",9
née,"/ne/  adj. (French for) born (said of a married woman to show her original family name): Mrs. Marilyn Woods, née Hunter, was married on Sunday.",9
new,"/nu/  adj. 1 recently made, bought, arrived, etc.: Is that a new shirt you're wearing?||I'm new in the neighborhood.||There are some new leaves on the plant. 2 of the latest type, design, etc.: Have you seen the new car that company is selling? 3 not known, not existing before: a new cure for the disease||the formation of a new company 4 not previously owned by anyone: That store sells new and used books. -n. newness.Thesaurus: new 1 brand-new | fresh. Ant. old.   2 current, state-of-the-art | recent  3 the latest, most recent, cutting-edge.",9
NFL,"  abbr. for National Football League, an organization of the professional USA football teams and players: Joe Montana was a famous NFL player. See: Super Bowl.",1
nib,/nb/  n. the point of a pen: The nib of my pen is broken.,9
nil,"/nl/  n. [U] nothing, zero, (syn.) naught: Our interest in that project is nil, because there is little chance of making a profit.",9
nip,"/np/  n. [C, usu. sing.]  1 a sharp, shallow bite: The little boy got a nip on the hand from an ill-tempered dog. 2 a small drink, esp. of liquor: She took a nip of whiskey. 3 nip and tuck: racing against time, esp. in a difficult or dangerous situation: It was nip and tuck, but we got him to the hospital in time to save him.  v. [I;T] nipped, nipping, nips 1 to bite in a quick, shallow fashion: As she walked, the little dogs nipped at her heels. 2 to drink small amounts of alcohol: He nipped at a bottle of Scotch. 3 to nip s.t. in the bud: to stop s.t. before it can develop: His dream of becoming an actor was nipped in the bud by his parents.",9
nit,/nt/  n. the egg of a tiny insect (louse) that can sometimes be found in people's hair,9
nix,"/nks/  v.infrml. [T] nixes to turn down a proposal (idea, plan, etc.), (syn.) to veto: The boss nixed the project as too expensive.",9
nod,"/nd/  v. nodded, nodding, nods 1 [I;T] to move the head up and down slightly to express agreement, approval, or greeting: When the waiter asked if he wanted more coffee, he nodded Yes.||I nodded to my friend as she entered the room. 2 [I;T] to signal the presence or location of s.o. or s.t. with a movement of the head: She asked him to sit as she nodded toward a chair. 3 [I] to let the head fall forward heavily out of sleepiness: The baby's head was starting to nod. 4 [I] to bend slowly up and down: The flowers nodded in the breeze. 5 phrasal v. [I] to nod off: to fall asleep: I nodded off during class.  n. an up and down movement of the head: She gave him a nod in response to his question.",9
nor,"/nr/  ; weak form /nr/conj. 1 neither...nor: not that one either: Neither you nor she plans to attend the meeting. 2 and not: I can't afford to buy a house, nor can you.",1
not,"/nt/  adv. 1 used to express negation, refusal, or denial, often shortened to n't after auxiliary verbs: He will not pay his bill.||You shouldn't say that.||""Are you ready?"" ""No, I'm not.""||Don't leave yet.||She doesn't believe that he's guilty. (= She believes that he isn't guilty.) 2 not at all: a response to an expression of gratitude: ""I really appreciate your help."" ""Not at all, it was no trouble."" 3 conj. not that: used to begin a phrase expressing negation: He said he was sorry not that it matters.",9
nth,"/n/  adj. 1 the latest in a long series: This is the nth time I've heard the story. 2 to the nth degree: to the greatest extent possible: As an artist, she is a perfectionist to the nth  degree.",9
nub,/nb/  n. 1 a small bump or lump: an eraser worn down to a nub 2 the central point: The nub of the matter is how much it will cost.,9
nun,/nn/  n. a female member of a religious order: She is a nun who is studying to be a nurse.,9
nut,"/nt/  n. 1 a fruit with a hard shell or its seed: a candy made from fruit and nuts 2 infrml. a person who seems very odd or crazy: Stop acting like a nut! 3 infrml. a person with a strong or excessive interest in s.t.: I've got to get to work on time; my boss is a nut about lateness. 4 a small piece of metal with a hole in the middle used with a bolt  5 infrml. the head: I fell and bumped my nut. 6 a hard or tough nut to crack: a difficult problem or person that one must deal with: We spent many hours searching for a solution to the problem; it was a tough nut to crack. See: kook, USAGE NOTE.",9
oaf,"/of/  n. a stupid person, (syn.) a simpleton: That oaf made another stupid mistake! -adj. oafish; -n. [U] oafishness.",9
oak,/ok/  n. 1 [C] tall hardwood tree that grows small nuts called acorns: The park has many oaks in it. 2 [U] the wood of oak trees: Bookshelves made of oak last for many years.,1
oar,/r/  n. a pole with a flat blade pulled by hand to row a boat: The fisherman pulled on the oars as he left the dock.,9
odd,"/d/  adj. 1 (of numbers) not evenly divisible by two, such as 1, 3, 5, 7, etc.: The houses with odd numbers are on the left side of the street. 2 strange, unusual: He is never late and it's odd that he's not here now. 3 being one of an incomplete pair or set: There is a box of odd socks in the laundry room. 4 (used after round numbers) in addition, more than: Fifty-odd people attended the funeral. 5 at odd times: at irregular times: It has been raining today at odd times. 6 odd jobs: small jobs that are not full-time or regular: She does odd jobs, such as painting rooms and fixing cars. 7 odd man out: a person who, because of unusual behavior or appearance, stands out from others in a group: That man in the motorcycle jacket is an odd man out at the opera. 8 That's odd! or How odd!: expressing doubt and surprise: That's odd! My wallet is missing! See: oddly, odds.Thesaurus: odd1 Ant. even. 2 weird, bizarre. Ants. normal, typical. 3 without a mate 4 plus, some5 periodically, on and off. Ant. constantly.",9
ode,"/od/  n. a poem addressed to s.o. or s.t., usu. with a grand subject and tone: Many countries have odes that praise the bravery of their heroes of long ago.",9
off,"/f/  prep. 1 from, away from: He took his coat off the hanger. 2 down from: Water drips off the roof in a rain storm. 3 branching from: A narrow road leads off the main highway. 4 located at a distance from: Ships fish off the coastline.  adv. 1 going away: The farmer shouted at the hunters to leave, and they moved off. 2 far away, distant: That family lives off in the mountains. 3 indicating distance: Her cabin is located ten miles (16 km) off, down that dirt road. 4 indicating time: Our vacation is still a month off. 5 making smaller, reducing: The sales clerk took 20 percent off on our purchase. 6 completely, (syn.) thoroughly: He finished off his dinner in a hurry. 7 in order to disconnect: Shut off the computer when you've finished. 8 away from work or duty: She's been working too hard; she should take off for a week or two.  adj. 1 not operating, switched off (said of machines, lights, etc.): The lights in the office are off all night. 2 away from work, on one's free time: I am off on weekends. 3 postponed or canceled: The meeting today is off and rescheduled for tomorrow. 4 reduced, less: Sales are off this month. 5 poor, (syn.) inferior: The quality of her performance (that merchandise, his work, etc.) was off. 6 inaccurate, wrong: His estimate of the cost is off by a large amount. 7 no longer wanting or interested in something: I think the dog is sick; his appetite is off. 8 to be better off: a. having a better life: She has a good job and is better off now than she was when unemployed. b. preferable, choosing an alternative that is better for you: I am better off wearing old clothes when I get dirty working in the garden. 9 to be well off: to be wealthy and usu. in good health: That couple is very well off, with a big house, fine jobs, and three cars. 10 to have an off day: a. to feel ill or depressed: He has a bad cold and is having an off day. b. to perform poorly for a day: The tennis star lost all her matches during an off day.",9
ohm,/om/  n. one ampere of resistance in an electrical conductor: Ohms are used to measure electrical resistance. -n. ohmmeter /ommitr/.,9
oil,"/l/  n. 1 [U] petroleum: Companies drill for oil in the desert. 2 [U] a lubricant from petroleum that makes machines work more easily: We change the motor oil in our car regularly. 3 [C;U] the fatty juice of some plants, like corn or olives: People cook with olive oil. 4 to burn the midnight oil: to stay up late at night to study, work, etc.: She was tired after burning the midnight oil last night. See: oily. v. [T] to put oil into or onto s.t., (syn.) to lubricate: I oiled the squeaky wheel on my bicycle. See: grease.",9
old,"/old/  adj. 1 indicating a specific age: His brother is 20 years old. 2 indicating long life or existence: Their grandfather is very old. See: elderly.  3 old-fashioned: Many stay with the old ways of doing things. 4 in use for a long time: She was wearing an old hat. 5 past, former: He met his old roommate for dinner last week. 6 known for a long time, familiar: It was good to see my old friends again. 7 fam.infrml. a good old boy: a man, usu. from the Southern USA, who is an ordinary, simple, and friendly fellow: Some of the good old boys love to discuss politics over a cup of coffee. 8 frml. of old: in past times: People of old lived more simply than we do today. 9 old boy network: a network of male friends and colleagues from college years and past associations: He found his new job through the old boy network. 10 the same old (stuff, nonsense, etc.): referring to a repetition of offensive, boring behavior, propaganda, etc.: The government keeps telling the people the same old nonsense about how good things are, when they are not. 11 to have a good (great, high, wonderful, etc.) old time: to enjoy oneself: We had a great old time at the convention.  n. 1 pl. the old: elderly people, the aged: The old have special medical needs. 2 a person or animal of a specific age (used in  combination): Our school runs a day-care program for three-year-olds.Thesaurus: old adj. 1 of age 2 aged | ancient. Ant. young. 3 outmoded, obsolete. Ants. modern,   fresh. 4 worn, faded, beat-up infrml. Ant. new.  5 previous 6 long-standing, established. Ant. new.Usage Note: When describing people, it is more common and polite to use the word elderly. She takes care of two elderly women.",1
one,"/wn/  n.pron. 1 the cardinal number 1: Turn to page <n.> one. 2 personal pron. any person, you: One can only try. 3 s.o. or s.t. that has been mentioned: He looked for a pen and found one in his pocket. 4 	 a single person, thing, or animal: She's the one he wants to meet. 5 one and all: everyone, all those involved: The host wished one and all (of his guests) a Happy New Year. 6 one another: each other: She told her children to be kind to one another. 7 to be one up on s.o.: to have an advantage over s.o.: They got the contract, because they were one up on their competition.  adj. 1 being a single person, thing, or animal: He has only one dollar in his wallet. 2 related to a unified group: Our children returned home and we are one family again. 3 all in one: included in one group: I bought a sound system with a radio and CD player all in one. 4 at one: in agreement, in accord: After negotiating, the two parties were at one on an agreement. 5 one-and-only:  a. unique: That was our one-and-only chance to get the contract. b. most beloved: After his one-and-only love left him, he was depressed. 6 one by one: in single file, one at a time: Soldiers turned in their weapons one by one. 7 one day or one of these days: referring to an indefinite time in the future: One day you'll understand. 8  one of: one item that is part of a larger group: That's one of my favorite movies. 9 one-of-a-kind: unique, (syn.) irreplaceable: She was very embarrassed when she broke her host's one-of-a-kind statue. 10 one-on-one: directly with another person: We had a one-on-one discussion and solved a lot of problems.",9
ooh,"/u/  exclam. an expression of pleasure, surprise, or disgust: Ooh, I think he's a terrific actor!",9
opt,"/pt/  v. 1 [I] to choose, decide on: She opted for a winter vacation, instead of one in the summer. 2 to opt out: to remove oneself from, decide against: She opted out of going to the wedding and stayed at home.",9
ore,"/r/  n. [C;U] earth, rock, etc., from which metals can be processed: Workers find gold in ore taken from deep in the earth.",9
our,"/ar, r/  poss.adj. of, relating to, belonging to us: Our house is on the corner. poss.pron. ours: That house is ours.",9
out,"/at/  adj. 1 not in one's office, house, etc.: The boss is out now, but will be back in an hour. 2 not in power or fashion: Miniskirts and the color green are out this year; long black dresses are in. 3 not in operation, broken: The electricity was out for a week after the hurricane. 4 not possible or selected: A winter vacation is out; we don't have enough money. 5 (in baseball) unsuccessful in reaching a base  6 out-and-out: complete, total: He's an out-and-out cheat! 7 fig. out of it:  a. not aware of a situation: Don't talk to him about your problems; he's out of it! b. very tired, (syn.) exhausted: After taking those final exams, I'm really out of it! 8 to be out for s.t.: to try to get s.t.: She's not interested in him as a person; she's only out for his money. 9 to be out to do s.t.: to try, be determined to do s.t.: He's very ambitious; I'm sure he's out for his boss's job.Thesaurus: out adj.1 absent, away 2 passé 3 down,  out of commission/order 4 not an option, impossible. adv. 1 away from the inside, middle, or center: The children ran out of the house to play in the yard. 2 at a distance from a particular place: We drove out in the desert. 3 away from the usual place: He went out to dinner. 4 in(to) the open: The secret came out and surprised everyone. 5 completely, totally: I'm just worn out! 6 loudly: He called out to me just as I walked in front of the car. 7 to lose out: not to be included, to fail: She was disappointed when she lost out on getting the job.  prep. 1 from inside, away from: Our cat jumped out the window. 2 out of:  a. out  b. from among: In six cases out of ten, patients make a complete recovery. c. not within the limits, boundaries of: He's out of power now. d. no longer possessing, lacking, missing: I'd like to talk longer, but I'm out of time. 3 to talk s.o. out of s.t.: to get s.o. to change an opinion on s.t.: We talked them out of moving to a larger house.  v. 1 [I] to fail, break down: The city was dark after the electrical power outed. 2 [I] to go public with s.t.: ""The truth will out."" 3 infrml. [T] to reveal s.o.'s homosexuality: A reporter outed the movie star by writing a story about the actor's romantic relationship with another man.  n. 1 to be on the outs with: to be quarreling or on unfriendly terms with s.o.  2 to have an out: to have an excuse or reason: That politician has an out with her followers, because she did not vote for an increase in taxes. 3 ins and outs: the details of a situation: She doesn't remember all of the ins and outs of the situation, just the general idea. ",9
ova,/ov/  n.pl. of ovum,1
owe,"/o/  v. [T] owed, owing, owes 1 to need to pay money to s.o.: He owes the landlord last month's rent. 2 to feel a sense of obligation: She owes her parents thanks for encouraging her career. 3 owing to: because of, due to: Owing to the bad weather, classes were canceled.Thesaurus: owe1 to be indebted to s.o., be in debt, have a loan with s.o. Ant. to repay. 2 to feel grateful (or) obligated.",9
owl,"/al/  n. 1 a meat-eating bird with a flat face, large front-facing eyes, a hooked beak, and sharp claws, usu. active at night: Owls catch mice at night. 2 infrml. night owl: a person who is active at night and sleeps days: His girlfriend is a night owl who plays guitar in a rock band. -adj. owlish.",9
